Complex,SPRmlF,SPRF,SPRml,SPRuv
C1,,,23.99,0.2682661
C1,,,23.991,0.2437944
C1,,,23.992,0.2352663
C1,,,23.993,0.2588435
C1,,,23.993,0.2521985
C1,,,23.994,0.2547154
C1,,,23.995,0.2335398
C1,,,23.996,0.2179552
C1,,,23.997,0.2470205
C1,,,23.998,0.2353283
C1,,,23.998,0.2082793
C1,,,23.999,0.2064844
C1,,,24,0.2196523
C1,,,24.001,0.2290598
C1,,,24.002,0.237112
C1,,,24.003,0.2377691
C1,,,24.003,0.243616
C1,,,24.004,0.264531
C1,,,24.005,0.2753959
C1,,,24.006,0.2742583
C1,,,24.007,0.2645354
C1,,,24.008,0.2517403
C1,,,24.008,0.2551816
C1,,,24.009,0.2354096
C1,,,24.01,0.2222947
C1,,,24.011,0.241318
C1,,,24.012,0.2302243
C1,,,24.013,0.239259
C1,,,24.013,0.2621087
C1,,,24.014,0.2375182
C1,,,24.015,0.2427628
C1,,,24.016,0.266896
C1,,,24.017,0.2534604
C1,,,24.018,0.2504499
C1,,,24.018,0.2651947
C1,,,24.019,0.268075
C1,,,24.02,0.2566845
C1,,,24.021,0.2348074
C1,,,24.022,0.2273415
C1,,,24.023,0.2364218
C1,,,24.023,0.235709
C1,,,24.024,0.2453993
C1,,,24.025,0.2695135
C1,,,24.026,0.2656547
C1,,,24.027,0.2418657
C1,,,24.028,0.2428498
C1,,,24.028,0.2422378
C1,,,24.029,0.218041
C1,,,24.03,0.2237205
C1,,,24.031,0.23543
C1,,,24.032,0.2328582
C1,,,24.033,0.2498677
C1,,,24.033,0.2605035
C1,,,24.034,0.25437
C1,,,24.035,0.2620172
C1,,,24.036,0.2710137
C1,,,24.037,0.2658531
C1,,,24.038,0.2747341
C1,,,24.038,0.2794876
C1,,,24.039,0.2668807
C1,,,24.04,0.2694796
C1,,,24.041,0.295137
C1,,,24.042,0.2903045
C1,,,24.042,0.2627862
C1,,,24.043,0.2729292
C1,,,24.044,0.2766424
C1,,,24.045,0.2625596
C1,,,24.046,0.2620515
C1,,,24.047,0.2515628
C1,,,24.047,0.2507751
C1,,,24.048,0.2554087
C1,,,24.049,0.2434958
C1,,,24.05,0.234504
C1,,,24.051,0.2333981
C1,,,24.052,0.2348179
C1,,,24.052,0.2377193
C1,,,24.053,0.24051
C1,,,24.054,0.2458275
C1,,,24.055,0.2530652
C1,,,24.056,0.248696
C1,,,24.057,0.2403715
C1,,,24.057,0.2424571
C1,,,24.058,0.246732
C1,,,24.059,0.2501544
C1,,,24.06,0.2469853
C1,,,24.061,0.2311616
C1,,,24.062,0.2364847
C1,,,24.062,0.2478588
C1,,,24.063,0.2276699
C1,,,24.064,0.2206227
C1,,,24.065,0.2456446
C1,,,24.066,0.2703825
C1,,,24.067,0.2664672
C1,,,24.067,0.2513056
C1,,,24.068,0.2538664
C1,,,24.069,0.260644
C1,,,24.07,0.2561751
C1,,,24.071,0.2414372
C1,,,24.072,0.2372405
C1,,,24.072,0.2322452
C1,,,24.073,0.2208955
C1,,,24.074,0.2210124
C1,,,24.075,0.2151805
C1,,,24.076,0.2212255
C1,,,24.077,0.2457389
C1,,,24.077,0.2485004
C1,,,24.078,0.2288633
C1,,,24.079,0.2294971
C1,,,24.08,0.2419056
C1,,,24.081,0.2370854
C1,,,24.082,0.2260094
C1,,,24.082,0.2245793
C1,,,24.083,0.2464295
C1,,,24.084,0.2420165
C1,,,24.085,0.2171731
C1,,,24.086,0.2271615
C1,,,24.087,0.2334859
C1,,,24.087,0.2215143
C1,,,24.088,0.2177034
C1,,,24.089,0.2313574
C1,,,24.09,0.2474373
C1,,,24.091,0.2380064
C1,,,24.092,0.2031542
C1,,,24.092,0.2062063
C1,,,24.093,0.2392243
C1,,,24.094,0.2518578
C1,,,24.095,0.245555
C1,,,24.096,0.2299432
C1,,,24.097,0.2243835
C1,,,24.097,0.2213652
C1,,,24.098,0.2225936
C1,,,24.099,0.224041
C1,,,24.1,0.2282639
C1,,,24.101,0.2307081
C1,,,24.102,0.2228932
C1,,,24.102,0.2306653
C1,,,24.103,0.2288576
C1,,,24.104,0.2141232
C1,,,24.105,0.2099687
C1,,,24.106,0.2222754
C1,,,24.107,0.237628
C1,,,24.107,0.2287544
C1,,,24.108,0.2101776
C1,,,24.109,0.2097255
C1,,,24.11,0.2019466
C1,,,24.111,0.1955599
C1,,,24.112,0.2155662
C1,,,24.112,0.2260655
C1,,,24.113,0.2129389
C1,,,24.114,0.2228959
C1,,,24.115,0.2369666
C1,,,24.116,0.2203572
C1,,,24.117,0.2109818
C1,,,24.117,0.2109711
C1,,,24.118,0.210067
C1,,,24.119,0.2201746
C1,,,24.12,0.227191
C1,,,24.121,0.2315797
C1,,,24.122,0.2389202
C1,,,24.122,0.2364921
C1,,,24.123,0.2285534
C1,,,24.124,0.2211879
C1,,,24.125,0.2054015
C1,,,24.126,0.1988546
C1,,,24.127,0.2191637
C1,,,24.127,0.2401574
C1,,,24.128,0.2325817
C1,,,24.129,0.2237125
C1,,,24.13,0.2439379
C1,,,24.131,0.2458445
C1,,,24.132,0.2146138
C1,,,24.132,0.2081984
C1,,,24.133,0.217199
C1,,,24.134,0.2188876
C1,,,24.135,0.2241683
C1,,,24.136,0.218039
C1,,,24.137,0.2105754
C1,,,24.137,0.2192381
C1,,,24.138,0.2201106
C1,,,24.139,0.2020676
C1,,,24.14,0.1902298
C1,,,24.141,0.1842246
C1,,,24.142,0.1889664
C1,,,24.142,0.2135855
C1,,,24.143,0.2336479
C1,,,24.144,0.2391534
C1,,,24.145,0.2348054
C1,,,24.146,0.2341796
C1,,,24.147,0.2311941
C1,,,24.147,0.2243281
C1,,,24.148,0.2178701
C1,,,24.149,0.2132583
C1,,,24.15,0.2089314
C1,,,24.151,0.2055542
C1,,,24.152,0.2117405
C1,,,24.152,0.2091895
C1,,,24.153,0.1990616
C1,,,24.154,0.1914385
C1,,,24.155,0.1940999
C1,,,24.156,0.2072985
C1,,,24.157,0.2071216
C1,,,24.157,0.2110958
C1,,,24.158,0.2168244
C1,,,24.159,0.2202813
C1,,,24.16,0.2302152
C1,,,24.161,0.2220374
C1,,,24.162,0.2033059
C1,,,24.162,0.2220301
C1,,,24.163,0.2502411
C1,,,24.164,0.2637737
C1,,,24.165,0.2560749
C1,,,24.166,0.2376301
C1,,,24.167,0.2347279
C1,,,24.167,0.2365898
C1,,,24.168,0.2305597
C1,,,24.169,0.2452762
C1,,,24.17,0.2482841
C1,,,24.171,0.2261403
C1,,,24.172,0.230613
C1,,,24.172,0.2574031
C1,,,24.173,0.2608854
C1,,,24.174,0.2496451
C1,,,24.175,0.2407681
C1,,,24.176,0.2318647
C1,,,24.177,0.2320385
C1,,,24.177,0.237087
C1,,,24.178,0.2383327
C1,,,24.179,0.2285285
C1,,,24.18,0.2221792
C1,,,24.181,0.2249802
C1,,,24.182,0.2296691
C1,,,24.182,0.2383083
C1,,,24.183,0.2387647
C1,,,24.184,0.2360737
C1,,,24.185,0.2432432
C1,,,24.186,0.2419125
C1,,,24.186,0.2314396
C1,,,24.187,0.242622
C1,,,24.188,0.2531398
C1,,,24.189,0.2410632
C1,,,24.19,0.2395425
C1,,,24.191,0.2497972
C1,,,24.191,0.2541271
C1,,,24.192,0.2476473
C1,,,24.193,0.2472635
C1,,,24.194,0.2479532
C1,,,24.195,0.2454117
C1,,,24.196,0.2567967
C1,,,24.196,0.2585058
C1,,,24.197,0.2369179
C1,,,24.198,0.2315966
C1,,,24.199,0.2517022
C1,,,24.2,0.2599707
C1,,,24.201,0.257996
C1,,,24.201,0.2504915
C1,,,24.202,0.2478257
C1,,,24.203,0.2678591
C1,,,24.204,0.2852079
C1,,,24.205,0.2749941
C1,,,24.206,0.2591083
C1,,,24.206,0.2656716
C1,,,24.207,0.2712376
C1,,,24.208,0.2557885
C1,,,24.209,0.2397984
C1,,,24.21,0.2319513
C1,,,24.211,0.2369627
C1,,,24.211,0.2496935
C1,,,24.212,0.2600102
C1,,,24.213,0.2711174
C1,,,24.214,0.2800319
C1,,,24.215,0.2783337
C1,,,24.216,0.2602935
C1,,,24.216,0.2603468
C1,,,24.217,0.2565984
C1,,,24.218,0.2589453
C1,,,24.219,0.2884772
C1,,,24.22,0.2940861
C1,,,24.221,0.2788779
C1,,,24.221,0.2732409
C1,,,24.222,0.2736995
C1,,,24.223,0.2478274
C1,,,24.224,0.2378172
C1,,,24.225,0.2433251
C1,,,24.226,0.2383869
C1,,,24.226,0.2449456
C1,,,24.227,0.2599503
C1,,,24.228,0.2659817
C1,,,24.229,0.2640903
C1,,,24.23,0.2665941
C1,,,24.231,0.2580219
C1,,,24.231,0.2283379
C1,,,24.232,0.2165333
C1,,,24.233,0.2132271
C1,,,24.234,0.2143688
C1,,,24.235,0.2347557
C1,,,24.236,0.2530107
C1,,,24.236,0.2461955
C1,,,24.237,0.2494942
C1,,,24.238,0.2585898
C1,,,24.239,0.2396906
C1,,,24.24,0.2387371
C1,,,24.241,0.2421066
C1,,,24.241,0.2395027
C1,,,24.242,0.23877
C1,,,24.243,0.2390675
C1,,,24.244,0.2459608
C1,,,24.245,0.2291285
C1,,,24.246,0.224784
C1,,,24.246,0.2421241
C1,,,24.247,0.2407846
C1,,,24.248,0.2289738
C1,,,24.249,0.2231467
C1,,,24.25,0.227728
C1,,,24.251,0.2305373
C1,,,24.251,0.2320948
C1,,,24.252,0.2248762
C1,,,24.253,0.2176679
C1,,,24.254,0.2353531
C1,,,24.255,0.2535931
C1,,,24.256,0.2478472
C1,,,24.256,0.2407562
C1,,,24.257,0.2431911
C1,,,24.258,0.2507832
C1,,,24.259,0.2417551
C1,,,24.26,0.2243114
C1,,,24.261,0.2294717
C1,,,24.261,0.2346615
C1,,,24.262,0.2285933
C1,,,24.263,0.2182706
C1,,,24.264,0.2137324
C1,,,24.265,0.2228209
C1,,,24.266,0.2359898
C1,,,24.266,0.2394384
C1,,,24.267,0.2280321
C1,,,24.268,0.2219832
C1,,,24.269,0.2235888
C1,,,24.27,0.248855
C1,,,24.271,0.2575988
C1,,,24.271,0.2492668
C1,,,24.272,0.2441345
C1,,,24.273,0.2330474
C1,,,24.274,0.2545716
C1,,,24.275,0.2670408
C1,,,24.276,0.2510095
C1,,,24.276,0.2451351
C1,,,24.277,0.2312745
C1,,,24.278,0.2215184
C1,,,24.279,0.2247371
C1,,,24.28,0.2249923
C1,,,24.281,0.2485083
C1,,,24.281,0.271223
C1,,,24.282,0.2783202
C1,,,24.283,0.2660751
C1,,,24.284,0.2681135
C1,,,24.285,0.2630837
C1,,,24.286,0.2232245
C1,,,24.286,0.2242114
C1,,,24.287,0.243981
C1,,,24.288,0.252833
C1,,,24.289,0.2517275
C1,,,24.29,0.2423257
C1,,,24.291,0.233324
C1,,,24.291,0.2304051
C1,,,24.292,0.2306387
C1,,,24.293,0.2430388
C1,,,24.294,0.2570221
C1,,,24.295,0.2403247
C1,,,24.296,0.2363129
C1,,,24.296,0.2568026
C1,,,24.297,0.2709837
C1,,,24.298,0.2740665
C1,,,24.299,0.2524661
C1,,,24.3,0.2373152
C1,,,24.301,0.2426875
C1,,,24.301,0.2570614
C1,,,24.302,0.2631757
C1,,,24.303,0.267314
C1,,,24.304,0.278477
C1,,,24.305,0.2601458
C1,,,24.306,0.2350557
C1,,,24.306,0.2355745
C1,,,24.307,0.2514136
C1,,,24.308,0.2612533
C1,,,24.309,0.2556009
C1,,,24.31,0.2601956
C1,,,24.311,0.2658616
C1,,,24.311,0.2522546
C1,,,24.312,0.2509068
C1,,,24.313,0.2525746
C1,,,24.314,0.2440629
C1,,,24.315,0.243265
C1,,,24.316,0.2447251
C1,,,24.316,0.2543087
C1,,,24.317,0.2600561
C1,,,24.318,0.2436911
C1,,,24.319,0.2346711
C1,,,24.32,0.2501056
C1,,,24.321,0.2602455
C1,,,24.321,0.2541662
C1,,,24.322,0.2311327
C1,,,24.323,0.2362685
C1,,,24.324,0.2511202
C1,,,24.325,0.25177
C1,,,24.326,0.2502417
C1,,,24.326,0.2357159
C1,,,24.327,0.2261495
C1,,,24.328,0.2258381
C1,,,24.329,0.2478459
C1,,,24.33,0.247711
C1,,,24.33,0.2400392
C1,,,24.331,0.2515807
C1,,,24.332,0.2298639
C1,,,24.333,0.2198729
C1,,,24.334,0.2585251
C1,,,24.335,0.2849033
C1,,,24.335,0.2935685
C1,,,24.336,0.2863959
C1,,,24.337,0.2683963
C1,,,24.338,0.2722924
C1,,,24.339,0.2577533
C1,,,24.34,0.2329777
C1,,,24.34,0.2452293
C1,,,24.341,0.2404898
C1,,,24.342,0.2436735
C1,,,24.343,0.2614774
C1,,,24.344,0.2536198
C1,,,24.345,0.2335544
C1,,,24.345,0.2026658
C1,,,24.346,0.2192071
C1,,,24.347,0.2468345
C1,,,24.348,0.2396127
C1,,,24.349,0.2248701
C1,,,24.35,0.22619
C1,,,24.35,0.2366398
C1,,,24.351,0.2159845
C1,,,24.352,0.2003214
C1,,,24.353,0.2126078
C1,,,24.354,0.2292159
C1,,,24.355,0.2433544
C1,,,24.355,0.2396409
C1,,,24.356,0.2166188
C1,,,24.357,0.2177887
C1,,,24.358,0.2190499
C1,,,24.359,0.2050773
C1,,,24.36,0.2146381
C1,,,24.36,0.2316845
C1,,,24.361,0.2332667
C1,,,24.362,0.2142354
C1,,,24.363,0.2101048
C1,,,24.364,0.2144125
C1,,,24.365,0.2328939
C1,,,24.365,0.2488481
C1,,,24.366,0.2376444
C1,,,24.367,0.2177009
C1,,,24.368,0.2335126
C1,,,24.369,0.2645126
C1,,,24.37,0.2663645
C1,,,24.37,0.255718
C1,,,24.371,0.2503511
C1,,,24.372,0.2545467
C1,,,24.373,0.259849
C1,,,24.374,0.2581526
C1,,,24.375,0.2431822
C1,,,24.375,0.2171525
C1,,,24.376,0.2364745
C1,,,24.377,0.2728522
C1,,,24.378,0.2279372
C1,,,24.379,0.2051866
C1,,,24.38,0.2199536
C1,,,24.38,0.2165818
C1,,,24.381,0.2331515
C1,,,24.382,0.2389155
C1,,,24.383,0.2329296
C1,,,24.384,0.2206731
C1,,,24.385,0.1973251
C1,,,24.385,0.2115299
C1,,,24.386,0.2177399
C1,,,24.387,0.2276686
C1,,,24.388,0.2347904
C1,,,24.389,0.2203624
C1,,,24.39,0.2395306
C1,,,24.39,0.2162033
C1,,,24.391,0.1961708
C1,,,24.392,0.2080938
C1,,,24.393,0.2051898
C1,,,24.394,0.2134514
C1,,,24.395,0.2207838
C1,,,24.395,0.195174
C1,,,24.396,0.1883347
C1,,,24.397,0.2252237
C1,,,24.398,0.2138513
C1,,,24.399,0.2245559
C1,,,24.4,0.2414638
C1,,,24.4,0.2338274
C1,,,24.401,0.2248695
C1,,,24.402,0.2081542
C1,,,24.403,0.2166677
C1,,,24.404,0.2180115
C1,,,24.405,0.2170159
C1,,,24.405,0.2091422
C1,,,24.406,0.2269967
C1,,,24.407,0.2514882
C1,,,24.408,0.2464462
C1,,,24.409,0.2267361
C1,,,24.41,0.2256408
C1,,,24.41,0.2192507
C1,,,24.411,0.2220013
C1,,,24.412,0.2442301
C1,,,24.413,0.2385907
C1,,,24.414,0.2464708
C1,,,24.415,0.2582259
C1,,,24.415,0.2556918
C1,,,24.416,0.2312451
C1,,,24.417,0.2231723
C1,,,24.418,0.2262891
C1,,,24.419,0.2319983
C1,,,24.42,0.23411
C1,,,24.42,0.2203585
C1,,,24.421,0.2325556
C1,,,24.422,0.2309439
C1,,,24.423,0.2186921
C1,,,24.424,0.2096636
C1,,,24.425,0.190754
C1,,,24.425,0.2039826
C1,,,24.426,0.2285016
C1,,,24.427,0.2203332
C1,,,24.428,0.2134763
C1,,,24.429,0.2303909
C1,,,24.43,0.2367295
C1,,,24.43,0.2127208
C1,,,24.431,0.2091945
C1,,,24.432,0.1927671
C1,,,24.433,0.1967796
C1,,,24.434,0.2103904
C1,,,24.435,0.2089082
C1,,,24.435,0.2116507
C1,,,24.436,0.2140428
C1,,,24.437,0.2084971
C1,,,24.438,0.1954065
C1,,,24.439,0.2133603
C1,,,24.44,0.2438684
C1,,,24.44,0.2292399
C1,,,24.441,0.2165443
C1,,,24.442,0.2333027
C1,,,24.443,0.1976042
C1,,,24.444,0.1907722
C1,,,24.445,0.2193898
C1,,,24.445,0.2045865
C1,,,24.446,0.2208393
C1,,,24.447,0.223767
C1,,,24.448,0.2064928
C1,,,24.449,0.1932487
C1,,,24.45,0.1815165
C1,,,24.45,0.2152605
C1,,,24.451,0.2145207
C1,,,24.452,0.2195199
C1,,,24.453,0.2297901
C1,,,24.454,0.2152679
C1,,,24.455,0.2052144
C1,,,24.455,0.2128158
C1,,,24.456,0.1974308
C1,,,24.457,0.1858374
C1,,,24.458,0.1996832
C1,,,24.459,0.1914979
C1,,,24.46,0.2149228
C1,,,24.46,0.2312323
C1,,,24.461,0.1971283
C1,,,24.462,0.1930262
C1,,,24.463,0.2258604
C1,,,24.464,0.2238952
C1,,,24.465,0.2240093
C1,,,24.465,0.2217186
C1,,,24.466,0.2114405
C1,,,24.467,0.2320294
C1,,,24.468,0.2301124
C1,,,24.469,0.2300763
C1,,,24.47,0.2411713
C1,,,24.47,0.2157162
C1,,,24.471,0.2037393
C1,,,24.472,0.210228
C1,,,24.473,0.2078429
C1,,,24.474,0.2081571
C1,,,24.474,0.2110824
C1,,,24.475,0.1903706
C1,,,24.476,0.1612101
C1,,,24.477,0.1790603
C1,,,24.478,0.1996666
C1,,,24.479,0.1954852
C1,,,24.479,0.2138835
C1,,,24.48,0.2343621
C1,,,24.481,0.2374048
C1,,,24.482,0.2364195
C1,,,24.483,0.2312248
C1,,,24.484,0.2351858
C1,,,24.484,0.2311455
C1,,,24.485,0.2128609
C1,,,24.486,0.2161001
C1,,,24.487,0.2360035
C1,,,24.488,0.2373182
C1,,,24.489,0.2303203
C1,,,24.489,0.2317624
C1,,,24.49,0.2248268
C1,,,24.491,0.2108142
C1,,,24.492,0.2263815
C1,,,24.493,0.239538
C1,,,24.494,0.2047338
C1,,,24.494,0.1869567
C1,,,24.495,0.2086918
C1,,,24.496,0.2160757
C1,,,24.497,0.2080531
C1,,,24.498,0.2136701
C1,,,24.499,0.2302558
C1,,,24.499,0.244552
C1,,,24.5,0.2367465
C1,,,24.501,0.2183206
C1,,,24.502,0.1918462
C1,,,24.503,0.1791386
C1,,,24.504,0.1911402
C1,,,24.504,0.1887016
C1,,,24.505,0.1773436
C1,,,24.506,0.174825
C1,,,24.507,0.1981479
C1,,,24.508,0.1893384
C1,,,24.509,0.1529743
C1,,,24.509,0.1840674
C1,,,24.51,0.2198434
C1,,,24.511,0.2192135
C1,,,24.512,0.2143189
C1,,,24.513,0.1903266
C1,,,24.514,0.1870121
C1,,,24.514,0.2017575
C1,,,24.515,0.1915512
C1,,,24.516,0.1779713
C1,,,24.517,0.1923729
C1,,,24.518,0.2001428
C1,,,24.519,0.1950983
C1,,,24.519,0.1856329
C1,,,24.52,0.184543
C1,,,24.521,0.1804993
C1,,,24.522,0.1769178
C1,,,24.523,0.1997185
C1,,,24.524,0.1833595
C1,,,24.524,0.1993324
C1,,,24.525,0.2217413
C1,,,24.526,0.1986905
C1,,,24.527,0.1912337
C1,,,24.528,0.1931528
C1,,,24.529,0.2271291
C1,,,24.529,0.2320402
C1,,,24.53,0.1960223
C1,,,24.531,0.1974813
C1,,,24.532,0.209722
C1,,,24.533,0.2063903
C1,,,24.534,0.2073682
C1,,,24.534,0.2167103
C1,,,24.535,0.2189768
C1,,,24.536,0.2164586
C1,,,24.537,0.2233875
C1,,,24.538,0.2137966
C1,,,24.539,0.209216
C1,,,24.539,0.2139276
C1,,,24.54,0.2083076
C1,,,24.541,0.2146581
C1,,,24.542,0.2151983
C1,,,24.543,0.2203434
C1,,,24.544,0.2276592
C1,,,24.544,0.2218222
C1,,,24.545,0.2102039
C1,,,24.546,0.2090658
C1,,,24.547,0.2136095
C1,,,24.548,0.2169128
C1,,,24.549,0.2386318
C1,,,24.549,0.2445705
C1,,,24.55,0.2253818
C1,,,24.551,0.2064023
C1,,,24.552,0.2228686
C1,,,24.553,0.2534373
C1,,,24.554,0.2411298
C1,,,24.554,0.2077419
C1,,,24.555,0.2035964
C1,,,24.556,0.2309083
C1,,,24.557,0.2341763
C1,,,24.558,0.2171472
C1,,,24.559,0.2286616
C1,,,24.559,0.2295871
C1,,,24.56,0.22074
C1,,,24.561,0.2245125
C1,,,24.562,0.2317711
C1,,,24.563,0.2462498
C1,,,24.564,0.2618507
C1,,,24.564,0.2534226
C1,,,24.565,0.2276337
C1,,,24.566,0.2353183
C1,,,24.567,0.2356889
C1,,,24.568,0.2195476
C1,,,24.569,0.2251763
C1,,,24.569,0.2445583
C1,,,24.57,0.2471695
C1,,,24.571,0.2274939
C1,,,24.572,0.2149155
C1,,,24.573,0.2310896
C1,,,24.574,0.2457699
C1,,,24.574,0.2362427
C1,,,24.575,0.2220632
C1,,,24.576,0.2316088
C1,,,24.577,0.2415778
C1,,,24.578,0.2500121
C1,,,24.579,0.2487861
C1,,,24.579,0.2278593
C1,,,24.58,0.2383676
C1,,,24.581,0.2214859
C1,,,24.582,0.1981052
C1,,,24.583,0.2092093
C1,,,24.584,0.2324938
C1,,,24.584,0.2445516
C1,,,24.585,0.2402309
C1,,,24.586,0.2248985
C1,,,24.587,0.2276093
C1,,,24.588,0.2297227
C1,,,24.589,0.2093938
C1,,,24.589,0.2134804
C1,,,24.59,0.2261119
C1,,,24.591,0.227428
C1,,,24.592,0.2206305
C1,,,24.593,0.2114842
C1,,,24.594,0.2012835
C1,,,24.594,0.1883627
C1,,,24.595,0.2073271
C1,,,24.596,0.2301074
C1,,,24.597,0.2227092
C1,,,24.598,0.2218385
C1,,,24.599,0.2176874
C1,,,24.599,0.1996589
C1,,,24.6,0.2157968
C1,,,24.601,0.2254705
C1,,,24.602,0.2027507
C1,,,24.603,0.1862223
C1,,,24.604,0.1734718
C1,,,24.604,0.1865414
C1,,,24.605,0.2129151
C1,,,24.606,0.2184919
C1,,,24.607,0.2157834
C1,,,24.608,0.2296041
C1,,,24.609,0.2326002
C1,,,24.609,0.2073895
C1,,,24.61,0.2226289
C1,,,24.611,0.2363478
C1,,,24.612,0.2113229
C1,,,24.613,0.2102381
C1,,,24.614,0.2312591
C1,,,24.614,0.2391119
C1,,,24.615,0.2165308
C1,,,24.616,0.2059005
C1,,,24.617,0.2092828
C1,,,24.618,0.2065118
C1,,,24.618,0.200155
C1,,,24.619,0.2060501
C1,,,24.62,0.2248612
C1,,,24.621,0.2204747
C1,,,24.622,0.214793
C1,,,24.623,0.2197072
C1,,,24.623,0.198809
C1,,,24.624,0.1806042
C1,,,24.625,0.2060152
C1,,,24.626,0.2150778
C1,,,24.627,0.1870667
C1,,,24.628,0.1966282
C1,,,24.628,0.2221159
C1,,,24.629,0.2022633
C1,,,24.63,0.2111993
C1,,,24.631,0.2141581
C1,,,24.632,0.1746894
C1,,,24.633,0.1609235
C1,,,24.633,0.1707446
C1,,,24.634,0.1993304
C1,,,24.635,0.1994943
C1,,,24.636,0.1893463
C1,,,24.637,0.1948008
C1,,,24.638,0.1979357
C1,,,24.638,0.2002242
C1,,,24.639,0.1997806
C1,,,24.64,0.1921735
C1,,,24.641,0.1878683
C1,,,24.642,0.1942887
C1,,,24.643,0.2061941
C1,,,24.643,0.1973411
C1,,,24.644,0.1856904
C1,,,24.645,0.2135462
C1,,,24.646,0.2332318
C1,,,24.647,0.2130037
C1,,,24.648,0.1845572
C1,,,24.648,0.1779297
C1,,,24.649,0.1827585
C1,,,24.65,0.1922707
C1,,,24.651,0.2030768
C1,,,24.652,0.2023509
C1,,,24.653,0.2065251
C1,,,24.653,0.2201034
C1,,,24.654,0.2222066
C1,,,24.655,0.1925722
C1,,,24.656,0.1737903
C1,,,24.657,0.198727
C1,,,24.658,0.2254591
C1,,,24.658,0.2186335
C1,,,24.659,0.2080613
C1,,,24.66,0.1941915
C1,,,24.661,0.1727494
C1,,,24.662,0.1646957
C1,,,24.663,0.1659904
C1,,,24.663,0.1896463
C1,,,24.664,0.1960924
C1,,,24.665,0.2002533
C1,,,24.666,0.2013388
C1,,,24.667,0.2103526
C1,,,24.668,0.2336774
C1,,,24.668,0.222075
C1,,,24.669,0.2021391
C1,,,24.67,0.2050932
C1,,,24.671,0.2321992
C1,,,24.672,0.2375117
C1,,,24.673,0.2129649
C1,,,24.673,0.2004603
C1,,,24.674,0.2176331
C1,,,24.675,0.222683
C1,,,24.676,0.2087733
C1,,,24.677,0.2025954
C1,,,24.678,0.2013669
C1,,,24.678,0.2095422
C1,,,24.679,0.2114773
C1,,,24.68,0.2147723
C1,,,24.681,0.2324507
C1,,,24.682,0.2304017
C1,,,24.683,0.23149
C1,,,24.683,0.222761
C1,,,24.684,0.2016312
C1,,,24.685,0.2294533
C1,,,24.686,0.2405762
C1,,,24.687,0.2065436
C1,,,24.688,0.2086424
C1,,,24.688,0.2110948
C1,,,24.689,0.2157207
C1,,,24.69,0.2154636
C1,,,24.691,0.2091485
C1,,,24.692,0.2163569
C1,,,24.693,0.2222336
C1,,,24.693,0.223875
C1,,,24.694,0.2096555
C1,,,24.695,0.2044445
C1,,,24.696,0.2065638
C1,,,24.697,0.1971864
C1,,,24.698,0.2141977
C1,,,24.698,0.2331903
C1,,,24.699,0.2304653
C1,,,24.7,0.236545
C1,,,24.701,0.2216214
C1,,,24.702,0.2090034
C1,,,24.703,0.2225087
C1,,,24.703,0.2464623
C1,,,24.704,0.2496206
C1,,,24.705,0.2120672
C1,,,24.706,0.1920331
C1,,,24.707,0.2097882
C1,,,24.708,0.2199759
C1,,,24.708,0.218364
C1,,,24.709,0.2270345
C1,,,24.71,0.2090915
C1,,,24.711,0.201948
C1,,,24.712,0.2190484
C1,,,24.713,0.2204784
C1,,,24.713,0.2164849
C1,,,24.714,0.2139352
C1,,,24.715,0.2140263
C1,,,24.716,0.2184434
C1,,,24.717,0.222403
C1,,,24.718,0.2230748
C1,,,24.718,0.2294213
C1,,,24.719,0.2072304
C1,,,24.72,0.1899752
C1,,,24.721,0.2122252
C1,,,24.722,0.2291188
C1,,,24.723,0.227477
C1,,,24.723,0.2342152
C1,,,24.724,0.2312994
C1,,,24.725,0.2181368
C1,,,24.726,0.2226052
C1,,,24.727,0.2253245
C1,,,24.728,0.2221348
C1,,,24.728,0.2193304
C1,,,24.729,0.2214995
C1,,,24.73,0.2427848
C1,,,24.731,0.2569457
C1,,,24.732,0.23381
C1,,,24.733,0.2269742
C1,,,24.733,0.2238307
C1,,,24.734,0.185819
C1,,,24.735,0.1751786
C1,,,24.736,0.2002528
C1,,,24.737,0.2056748
C1,,,24.738,0.2084696
C1,,,24.738,0.2206618
C1,,,24.739,0.2422073
C1,,,24.74,0.2471153
C1,,,24.741,0.2240032
C1,,,24.742,0.2054755
C1,,,24.743,0.1913747
C1,,,24.743,0.1947131
C1,,,24.744,0.2204092
C1,,,24.745,0.2379026
C1,,,24.746,0.2108797
C1,,,24.747,0.1853409
C1,,,24.748,0.1981505
C1,,,24.748,0.2222753
C1,,,24.749,0.2133736
C1,,,24.75,0.1931511
C1,,,24.751,0.1880488
C1,,,24.752,0.1982243
C1,,,24.753,0.2199562
C1,,,24.753,0.2313333
C1,,,24.754,0.2148964
C1,,,24.755,0.1959934
C1,,,24.756,0.2015252
C1,,,24.757,0.2055461
C1,,,24.758,0.1940878
C1,,,24.758,0.2046593
C1,,,24.759,0.2295783
C1,,,24.76,0.2342079
C1,,,24.761,0.2186005
C1,,,24.762,0.2054109
C1,,,24.762,0.2106597
C1,,,24.763,0.2156217
C1,,,24.764,0.2089327
C1,,,24.765,0.200777
C1,,,24.766,0.2086988
C1,,,24.767,0.221101
C1,,,24.767,0.2246277
C1,,,24.768,0.2256588
